lemma;dict_pos;pos;by_hands_tags;frequency;R;D;Doc
эсер;s;NOUN;NOUN;4,5;68;77;118
эска;s;NOUN;NOUN;0,6;20;75;31
эскадра;s;NOUN;NOUN;1,8;60;84;88
эскадрилья;s;NOUN;NOUN;3,8;63;81;128
эскадрон;s;NOUN;NOUN;3,8;51;58;73
эскалатор;s;NOUN;NOUN;4,4;84;89;188
эскалация;s;NOUN;NOUN;1,7;43;72;88
эскапада;s;NOUN;NOUN;0,8;45;86;62
эскиз;s;NOUN;NOUN;8,5;91;90;408
эскимо;s;NOUN;NOUN;1,1;30;76;52
эскимос;s;NOUN;NOUN;2,1;53;74;76
эскорт;s;NOUN;NOUN;1,3;64;89;89
эскулап;s;NOUN;NOUN;1,1;54;84;68
эсминец;s;NOUN;NOUN;2,0;55;84;84
эспандер;s;NOUN;NOUN;0,4;22;77;26
эсперанто;s;NOUN;NOUN;0,5;32;82;35
эспрессо;s;NOUN;NOUN;0,9;33;75;42
эссе;s;NOUN;NOUN;5,0;80;90;279
эссеист;s;NOUN;NOUN;0,5;34;84;42
эссенция;s;NOUN;NOUN;1,1;42;71;56
эстакада;s;NOUN;NOUN;2,5;67;85;114
эстамп;s;NOUN;NOUN;0,5;24;77;27
эстафета;s;NOUN;NOUN;4,8;82;88;257
эстет;s;NOUN;NOUN;2,5;75;89;164
эстетизм;s;NOUN;NOUN;0,7;25;75;32
эстетика;s;NOUN;NOUN;10,5;95;90;514
эстетство;s;NOUN;NOUN;0,4;23;79;30
эстонец;s;NOUN;NOUN;3,3;70;83;147
эстонка;s;NOUN;NOUN;0,6;25;76;30
эстрагон;s;NOUN;NOUN;0,4;14;52;14
эстрада;s;NOUN;NOUN;15,4;90;88;498
эстрадник;s;NOUN;NOUN;0,6;26;69;33
эстроген;s;NOUN;NOUN;0,5;15;69;22
эсхатология;s;NOUN;NOUN;0,6;25;75;36
эсэсовец;s;NOUN;NOUN;3,4;59;77;89
этаж;s;NOUN;NOUN;102,7;100;95;2397
этажерка;s;NOUN;NOUN;2,5;65;88;148
этажность;s;NOUN;NOUN;0,7;34;82;53
эталон;s;NOUN;NOUN;7,2;84;80;316
этанол;s;NOUN;NOUN;1,5;19;60;47
этап;s;NOUN;NOUN;110,3;100;91;4310
этика;s;NOUN;NOUN;14,3;97;84;535
этикет;s;NOUN;NOUN;4,1;90;92;246
этикетка;s;NOUN;NOUN;8,6;97;89;450
этилацетат;s;NOUN;NOUN;0,5;4;30;5
этилен;s;NOUN;NOUN;1,2;13;35;20
этимология;s;NOUN;NOUN;1,6;48;67;69
этиология;s;NOUN;NOUN;1,6;19;62;78
этничность;s;NOUN;NOUN;0,7;14;63;20
этногенез;s;NOUN;NOUN;0,7;21;66;29
этнограф;s;NOUN;NOUN;1,3;53;86;85
этнография;s;NOUN;NOUN;1,5;56;82;95
этнология;s;NOUN;NOUN;0,8;30;74;45
этнос;s;NOUN;NOUN;6,8;56;75;188
этруск;s;NOUN;NOUN;0,5;24;74;27
этюд;s;NOUN;NOUN;6,7;94;90;313
этюдник;s;NOUN;NOUN;0,6;27;73;31
эфедрин;s;NOUN;NOUN;0,4;20;76;23
эфемерность;s;NOUN;NOUN;0,4;26;81;29
эфес;s;NOUN;NOUN;1,1;43;80;59
эфиоп;s;NOUN;NOUN;0,6;37;83;40
эфир;s;NOUN;NOUN;25,1;100;92;973
эффект;s;NOUN;NOUN;65,3;100;89;2858
эффективность;s;NOUN;NOUN;61,8;85;85;2639
эффектность;s;NOUN;NOUN;0,4;26;81;32
эфэсбэшник;s;NOUN;NOUN;0,5;13;41;15
эхо;s;NOUN;NOUN;15,0;99;94;740
эхолот;s;NOUN;NOUN;0,7;17;63;20
эшафот;s;NOUN;NOUN;1,6;61;84;99
эшелон;s;NOUN;NOUN;17,0;98;91;548
эякуляция;s;NOUN;NOUN;1,1;21;53;24
юань;s;NOUN;NOUN;1,5;32;71;43
юбилей;s;NOUN;NOUN;27,8;99;91;1285
юбиляр;s;NOUN;NOUN;3,4;74;89;175
юбка;s;NOUN;NOUN;26,3;95;92;899
юбочка;s;NOUN;NOUN;2,2;69;88;137
юбчонка;s;NOUN;NOUN;0,6;31;82;44
ювелир;s;NOUN;NOUN;3,6;78;82;154
юг;s;NOUN;NOUN;39,5;100;95;1663
юго-восток;s;NOUN;NOUN;2,5;76;90;172
юго-запад;s;NOUN;NOUN;3,5;83;90;232
югослав;s;NOUN;NOUN;1,8;55;82;88
юдоль;s;NOUN;NOUN;0,6;36;80;47
южанин;s;NOUN;NOUN;1,8;64;87;112
юз;s;NOUN;NOUN;0,9;36;78;42
юкка;s;NOUN;NOUN;0,6;21;68;24
юла;s;NOUN;NOUN;0,5;29;79;36
юмор;s;NOUN;NOUN;33,0;99;93;1192
юмореска;s;NOUN;NOUN;0,5;27;79;31
юморист;s;NOUN;NOUN;2,2;70;88;145
юнга;s;NOUN;NOUN;1,7;46;58;59
юнец;s;NOUN;NOUN;4,3;83;89;229
юниор;s;NOUN;NOUN;1,3;42;81;87
юнкер;s;NOUN;NOUN;3,5;51;73;77
юннат;s;NOUN;NOUN;0,7;21;68;31
юность;s;NOUN;NOUN;36,0;100;95;1297
юноша;s;NOUN;NOUN;42,1;99;93;1337
юношество;s;NOUN;NOUN;1,8;63;87;104
юр;s;NOUN;NOUN;1,0;19;59;27
юрисдикция;s;NOUN;NOUN;11,0;70;76;319
юрисконсульт;s;NOUN;NOUN;0,8;36;84;54
юриспруденция;s;NOUN;NOUN;2,1;71;89;148
юрист;s;NOUN;NOUN;20,8;100;93;1062
юрлицо;s;NOUN;NOUN;0,7;28;72;38
юродивый;s;NOUN;NOUN;2,8;80;87;154
юродство;s;NOUN;NOUN;1,0;35;70;49
юрта;s;NOUN;NOUN;2,7;49;74;70
юрфак;s;NOUN;NOUN;0,8;40;84;50
юс;s;NOUN;NOUN;0,5;16;40;18
юстиция;s;NOUN;NOUN;14,3;84;84;554
ют;s;NOUN;NOUN;0,5;29;81;37
юшка;s;NOUN;NOUN;0,5;26;78;32
ябеда;s;NOUN;NOUN;0,4;23;78;29
яблоко;s;NOUN;NOUN;53,0;100;93;1733
яблонька;s;NOUN;NOUN;0,8;36;79;47
яблоня;s;NOUN;NOUN;10,1;97;91;432
яблочко;s;NOUN;NOUN;4,2;88;91;276
яблочник;s;NOUN;NOUN;2,5;39;83;138
явка;s;NOUN;NOUN;5,8;91;84;266
явление;s;NOUN;NOUN;94,3;100;89;3174
явь;s;NOUN;NOUN;3,8;82;91;243
ягненок;s;NOUN;NOUN;2,4;75;87;138
ягода;s;NOUN;NOUN;22,9;100;86;741
ягодица;s;NOUN;NOUN;4,9;87;88;235
ягодка;s;NOUN;NOUN;2,3;77;90;152
ягуар;s;NOUN;NOUN;2,0;50;80;84
яд;s;NOUN;NOUN;16,5;98;93;641
ядовитость;s;NOUN;NOUN;0,4;29;82;34
ядохимикат;s;NOUN;NOUN;0,5;26;77;33
ядро;s;NOUN;NOUN;25,8;98;79;785
ядрышко;s;NOUN;NOUN;0,5;22;72;23
язва;s;NOUN;NOUN;9,6;98;93;537
язвенник;s;NOUN;NOUN;0,4;31;82;34
язвительность;s;NOUN;NOUN;0,6;34;83;47
язык;s;NOUN;NOUN;324,9;100;96;6036
языковед;s;NOUN;NOUN;0,4;27;78;31
языкознание;s;NOUN;NOUN;2,0;59;84;105
язычество;s;NOUN;NOUN;2,5;69;81;121
язычник;s;NOUN;NOUN;4,0;78;75;181
язычок;s;NOUN;NOUN;3,7;72;90;245
язь;s;NOUN;NOUN;0,4;18;71;20
яичко;s;NOUN;NOUN;5,5;81;82;203
яичник;s;NOUN;NOUN;1,6;31;61;41
яичница;s;NOUN;NOUN;4,7;85;90;275
яйцеклетка;s;NOUN;NOUN;2,4;45;74;65
яйцо;s;NOUN;NOUN;40,2;99;93;1292
як;s;NOUN;NOUN;2,7;60;85;102
якобинец;s;NOUN;NOUN;0,7;26;69;29
якорь;s;NOUN;NOUN;25,9;91;28;274
якудза;s;NOUN;NOUN;0,6;13;30;13
якут;s;NOUN;NOUN;1,3;41;82;55
ялик;s;NOUN;NOUN;0,4;19;68;21
ям;s;NOUN;NOUN;0,6;41;85;49
яма;s;NOUN;NOUN;30,2;98;93;1030
ямб;s;NOUN;NOUN;1,7;48;83;78
ямина;s;NOUN;NOUN;0,4;21;76;27
ямка;s;NOUN;NOUN;5,8;75;65;223
ямочка;s;NOUN;NOUN;2,8;61;87;150
ямщик;s;NOUN;NOUN;1,4;50;81;74
январь;s;NOUN;NOUN;91,9;100;92;3883
янки;s;NOUN;NOUN;1,5;62;87;105
янтарь;s;NOUN;NOUN;2,3;71;84;118
янтра;s;NOUN;NOUN;0,7;4;40;4
янычар;s;NOUN;NOUN;0,5;25;77;29
японец;s;NOUN;NOUN;23,5;100;81;759
японка;s;NOUN;NOUN;2,1;58;80;96
яппи;s;NOUN;NOUN;0,4;20;73;24
яр;s;NOUN;NOUN;7,2;80;75;176
яранга;s;NOUN;NOUN;2,4;15;49;19
ярд;s;NOUN;NOUN;0,5;24;76;27
яркость;s;NOUN;NOUN;5,9;92;88;339
ярл;s;NOUN;NOUN;0,4;7;41;7
ярлык;s;NOUN;NOUN;4,2;94;92;282
ярлычок;s;NOUN;NOUN;0,5;31;83;41
ярмарка;s;NOUN;NOUN;13,4;98;89;574
ярмо;s;NOUN;NOUN;1,2;55;86;82
ярославец;s;NOUN;NOUN;0,5;28;80;37
ярость;s;NOUN;NOUN;21,0;94;93;822
ярус;s;NOUN;NOUN;6,5;87;80;289
ясак;s;NOUN;NOUN;0,6;14;34;14
ясень;s;NOUN;NOUN;2,6;53;77;107
ясли;s;NOUN;NOUN;3,8;80;85;200
ясновидение;s;NOUN;NOUN;1,1;47;84;70
ясновидец;s;NOUN;NOUN;0,5;26;77;30
ясновидящая;s;NOUN;NOUN;0,5;25;72;31
ясность;s;NOUN;NOUN;16,9;98;95;911
яство;s;NOUN;NOUN;2,5;80;90;171
ястреб;s;NOUN;NOUN;3,6;76;84;160
ятаган;s;NOUN;NOUN;0,6;24;75;37
ять;s;NOUN;NOUN;17,3;55;7;83
яхта;s;NOUN;NOUN;9,5;94;85;314
яхт-клуб;s;NOUN;NOUN;0,8;32;67;35
яхтсмен;s;NOUN;NOUN;0,5;19;72;22
ячейка;s;NOUN;NOUN;11,1;97;87;499
ячмень;s;NOUN;NOUN;2,2;62;86;116
яшма;s;NOUN;NOUN;0,9;29;66;36
ящер;s;NOUN;NOUN;2,0;51;73;63
ящерица;s;NOUN;NOUN;3,6;77;74;158
ящерка;s;NOUN;NOUN;0,4;27;82;33
ящик;s;NOUN;NOUN;75,4;100;94;1810
ящичек;s;NOUN;NOUN;3,4;80;89;212
ящур;s;NOUN;NOUN;0,5;23;62;23
Литературка;s;NOUN;NOUN;1,8;56;82;87
АЗС;s.PROP;NOUN;NOUN,Abbr;1,7;41;83;81
АО;s.PROP;NOUN;NOUN,Abbr;16,0;72;88;612
АПК;s.PROP;NOUN;NOUN,Abbr;20,5;53;69;271
АСУ;s.PROP;NOUN;NOUN,Abbr;1,7;38;77;73
АТР;s.PROP;NOUN;NOUN,Abbr;1,8;36;75;59
АТС;s.PROP;NOUN;NOUN,Abbr;2,1;50;81;89
АЭС;s.PROP;NOUN;NOUN,Abbr;3,7;59;86;150
БД;s.PROP;NOUN;NOUN,Abbr;4,4;22;66;57
БДТ;s.PROP;NOUN;NOUN,Abbr;2,6;32;66;52
БМП;s.PROP;NOUN;NOUN,Abbr;2,0;37;75;73
БТР;s.PROP;NOUN;NOUN,Abbr;4,3;51;79;130
ВИЧ;s.PROP;NOUN;NOUN,Abbr;12,5;37;58;106
ВВП;s.PROP;NOUN;NOUN,Abbr;22,8;59;88;745
ВВТ;s.PROP;NOUN;NOUN,Abbr;1,7;35;81;63
ВВЦ;s.PROP;NOUN;NOUN,Abbr;2,4;51;79;131
ВДНХ;s.PROP;NOUN;NOUN,Abbr;2,3;71;89;157
ВМ;s.PROP;NOUN;NOUN,Abbr;2,8;52;80;174
ВПК;s.PROP;NOUN;NOUN,Abbr;6,3;58;79;217
ВТ;s.PROP;NOUN;NOUN,Abbr;3,8;54;77;109
ГА;s.PROP;NOUN;NOUN,Abbr;19,1;75;80;459
ГБ;s.PROP;NOUN;NOUN,Abbr;1,8;51;83;79
ГД;s.PROP;NOUN;NOUN,Abbr;2,0;40;76;77
ГИС;s.PROP;NOUN;NOUN,Abbr;5,9;20;63;100
ГК;s.PROP;NOUN;NOUN,Abbr;12,4;53;77;241
ГКО;s.PROP;NOUN;NOUN,Abbr;3,5;54;74;120
ГОСТ;s.PROP;NOUN;NOUN,Abbr;5,9;76;86;306
ГПК;s.PROP;NOUN;NOUN,Abbr;18,2;29;65;159
ГПУ;s.PROP;NOUN;NOUN,Abbr;3,1;63;78;107
ГТК;s.PROP;NOUN;NOUN,Abbr;4,7;49;81;161
ГУП;s.PROP;NOUN;NOUN,Abbr;4,4;53;83;196
ГЦ;s.PROP;NOUN;NOUN,Abbr;6,6;25;20;52
ДК;s.PROP;NOUN;NOUN,Abbr;4,4;68;85;203
ДНК;s.PROP;NOUN;NOUN,Abbr;14,6;55;67;238
ДТП;s.PROP;NOUN;NOUN,Abbr;5,7;63;85;205
ДЭН;s.PROP;NOUN;NOUN,Abbr;3,8;45;60;66
ЕБРР;s.PROP;NOUN;NOUN,Abbr;1,9;36;78;76
ЕС;s.PROP;NOUN;NOUN,Abbr;22,2;68;82;562
ЕСН;s.PROP;NOUN;NOUN,Abbr;5,7;39;78;125
ЕЭС;s.PROP;NOUN;NOUN,Abbr;13,8;59;86;527
ЖКУ;s.PROP;NOUN;NOUN,Abbr;1,9;33;79;58
ЖКХ;s.PROP;NOUN;NOUN,Abbr;21,5;55;86;638
ЗАО;s.PROP;NOUN;NOUN,Abbr;25,4;64;88;1015
ЗИС;s.PROP;NOUN;NOUN,Abbr;1,8;51;81;73
ЗРК;s.PROP;NOUN;NOUN,Abbr;6,6;48;77;147
ЗРС;s.PROP;NOUN;NOUN,Abbr;2,6;30;69;51
ЗС;s.PROP;NOUN;NOUN,Abbr;1,9;41;81;66
ЗУР;s.PROP;NOUN;NOUN,Abbr;2,8;35;71;62
ИК;s.PROP;NOUN;NOUN,Abbr;3,8;63;77;142
ИНН;s.PROP;NOUN;NOUN,Abbr;2,1;52;82;130
ИСА;s.PROP;NOUN;NOUN,Abbr;2,3;44;63;85
ИФА;s.PROP;NOUN;NOUN,Abbr;7,3;17;65;133
КА;s.PROP;NOUN;NOUN,Abbr;6,0;62;79;117
КБ;s.PROP;NOUN;NOUN,Abbr;7,7;77;77;239
КВ;s.PROP;NOUN;NOUN,Abbr;4,6;73;84;229
КВТ;s.PROP;NOUN;NOUN,Abbr;6,3;54;84;216
КГ;s.PROP;NOUN;NOUN,Abbr;39,1;80;86;1044
КД;s.PROP;NOUN;NOUN,Abbr;2,9;26;63;57
КМ;s.PROP;NOUN;NOUN,Abbr;52,7;87;89;1615
КНР;s.PROP;NOUN;NOUN,Abbr;10,0;60;78;257
КОАП;s.PROP;NOUN;NOUN,Abbr;4,4;42;75;87
КП;s.PROP;NOUN;NOUN,Abbr;8,6;70;75;207
КПД;s.PROP;NOUN;NOUN,Abbr;2,4;56;84;128
КПК;s.PROP;NOUN;NOUN,Abbr;3,1;42;77;74
КПП;s.PROP;NOUN;NOUN,Abbr;4,4;73;86;211
КС;s.PROP;NOUN;NOUN,Abbr;9,2;56;85;207
МАП;s.PROP;NOUN;NOUN,Abbr;2,8;39;82;117
МБ;s.PROP;NOUN;NOUN,Abbr;1,9;44;79;68
МВТ;s.PROP;NOUN;NOUN,Abbr;1,9;39;76;80
МГ;s.PROP;NOUN;NOUN,Abbr;9,1;55;76;237
МГБ;s.PROP;NOUN;NOUN,Abbr;2,8;44;76;66
МК;s.PROP;NOUN;NOUN,Abbr;4,9;67;87;243
МГК;s.PROP;NOUN;NOUN,Abbr;7,0;13;63;115
МКЛ;s.PROP;NOUN;NOUN,Abbr;4,0;11;57;92
МКМ;s.PROP;NOUN;NOUN,Abbr;4,0;27;71;121
МКС;s.PROP;NOUN;NOUN,Abbr;1,7;35;77;55
МЛ;s.PROP;NOUN;NOUN,Abbr;20,1;56;72;352
МЛН;s.PROP;NOUN;NOUN,Abbr;106,5;64;90;3114
МЛРД;s.PROP;NOUN;NOUN,Abbr;63,5;59;89;1933
ММ;s.PROP;NOUN;NOUN,Abbr;39,8;78;84;1037
МН;s.PROP;NOUN;NOUN,Abbr;2,3;50;86;151
МНС;s.PROP;NOUN;NOUN,Abbr;5,2;50;86;206
МОК;s.PROP;NOUN;NOUN,Abbr;2,7;34;72;65
МОТ;s.PROP;NOUN;NOUN,Abbr;1,9;46;76;67
МП;s.PROP;NOUN;NOUN,Abbr;4,7;52;82;151
МПА;s.PROP;NOUN;NOUN,Abbr;3,6;25;65;86
МПР;s.PROP;NOUN;NOUN,Abbr;2,8;39;78;86
МПС;s.PROP;NOUN;NOUN,Abbr;7,5;58;85;255
МРОТ;s.PROP;NOUN;NOUN,Abbr;3,2;45;80;121
МУП;s.PROP;NOUN;NOUN,Abbr;1,7;37;80;82
НГ;s.PROP;NOUN;NOUN,Abbr;6,3;50;83;268
НДС;s.PROP;NOUN;NOUN,Abbr;14,0;57;86;433
НИИ;s.PROP;NOUN;NOUN,Abbr;12,7;93;90;658
НИОКР;s.PROP;NOUN;NOUN,Abbr;2,5;46;83;133
НК;s.PROP;NOUN;NOUN,Abbr;9,9;53;84;249
НЛО;s.PROP;NOUN;NOUN,Abbr;1,8;60;85;103
НМ;s.PROP;NOUN;NOUN,Abbr;4,2;35;71;135
НП;s.PROP;NOUN;NOUN,Abbr;3,4;56;77;104
НПЗ;s.PROP;NOUN;NOUN,Abbr;1,7;38;83;78
НПО;s.PROP;NOUN;NOUN,Abbr;7,1;56;87;322
НПФ;s.PROP;NOUN;NOUN,Abbr;3,3;33;76;58
ОАО;s.PROP;NOUN;NOUN,Abbr;56,1;62;88;1560
ОБ;s.PROP;NOUN;NOUN,Abbr;4,1;58;83;180
ОБСЕ;s.PROP;NOUN;NOUN,Abbr;2,8;35;62;116
ОВР;s.PROP;NOUN;NOUN,Abbr;2,5;42;84;151
ОГПУ;s.PROP;NOUN;NOUN,Abbr;2,2;51;77;86
ОИЯИ;s.PROP;NOUN;NOUN,Abbr;1,7;30;75;70
ОКБ;s.PROP;NOUN;NOUN,Abbr;4,5;46;79;102
ОМОН;s.PROP;NOUN;NOUN,Abbr;5,3;70;82;200
ООН;s.PROP;NOUN;NOUN,Abbr;34,7;89;76;1011
ООО;s.PROP;NOUN;NOUN,Abbr;27,6;74;86;1046
ОПЕК;s.PROP;NOUN;NOUN,Abbr;1,9;38;79;76
ОПК;s.PROP;NOUN;NOUN,Abbr;2,1;33;72;55
ОС;s.PROP;NOUN;NOUN,Abbr;3,6;69;84;148
ПК;s.PROP;NOUN;NOUN,Abbr;3,7;60;86;195
ПМ;s.PROP;NOUN;NOUN,Abbr;1,8;48;82;81
ПО;s.PROP;NOUN;NOUN,Abbr;4,1;73;83;196
ПРО;s.PROP;NOUN;NOUN,Abbr;5,8;55;84;154
ПС;s.PROP;NOUN;NOUN,Abbr;6,2;45;71;123
ПТУ;s.PROP;NOUN;NOUN,Abbr;2,3;77;89;143
РА;s.PROP;NOUN;NOUN,Abbr;5,8;61;59;138
РАО;s.PROP;NOUN;NOUN,Abbr;20,9;60;86;602
РД;s.PROP;NOUN;NOUN,Abbr;2,4;42;75;86
РИА;s.PROP;NOUN;NOUN,Abbr;1,9;46;68;103
РИО;s.PROP;NOUN;NOUN,Abbr;2,0;47;80;84
РК;s.PROP;NOUN;NOUN,Abbr;2,3;53;81;103
РЛС;s.PROP;NOUN;NOUN,Abbr;8,8;51;80;162
РНК;s.PROP;NOUN;NOUN,Abbr;10,6;19;61;163
РОН;s.PROP;NOUN;NOUN,Abbr;2,2;47;76;100
РСПП;s.PROP;NOUN;NOUN,Abbr;7,8;43;83;230
РЭК;s.PROP;NOUN;NOUN,Abbr;1,9;27;76;59
РЭУ;s.PROP;NOUN;NOUN,Abbr;2,3;38;45;61
СА;s.PROP;NOUN;NOUN,Abbr;2,1;56;80;91
СБ;s.PROP;NOUN;NOUN,Abbr;6,1;62;76;257
СВ;s.PROP;NOUN;NOUN,Abbr;4,1;61;86;138
СИЗО;s.PROP;NOUN;NOUN,Abbr;3,2;64;86;145
СК;s.PROP;NOUN;NOUN,Abbr;4,0;50;69;105
СМИ;s.PROP;NOUN;NOUN,Abbr;47,2;72;88;1875
СО;s.PROP;NOUN;NOUN,Abbr;4,6;49;80;186
СП;s.PROP;NOUN;NOUN,Abbr;8,0;77;86;302
СПИД;s.PROP;NOUN;NOUN,Abbr;9,6;92;85;337
СПС;s.PROP;NOUN;NOUN,Abbr;21,5;54;85;689
СУБД;s.PROP;NOUN;NOUN,Abbr;1,8;17;69;59
СФ;s.PROP;NOUN;NOUN,Abbr;3,5;45;77;126
ТВ;s.PROP;NOUN;NOUN,Abbr;14,3;79;88;647
ТВД;s.PROP;NOUN;NOUN,Abbr;1,7;35;72;60
ТВС;s.PROP;NOUN;NOUN,Abbr;4,0;38;78;112
ТД;s.PROP;NOUN;NOUN,Abbr;1,9;37;69;74
ТО;s.PROP;NOUN;NOUN,Abbr;2,2;56;82;117
ТОО;s.PROP;NOUN;NOUN,Abbr;1,7;51;84;87
ТПП;s.PROP;NOUN;NOUN,Abbr;3,5;48;77;103
ТТ;s.PROP;NOUN;NOUN,Abbr;2,7;65;85;105
ТУ;s.PROP;NOUN;NOUN,Abbr;2,7;62;84;147
ТЭК;s.PROP;NOUN;NOUN,Abbr;2,6;51;84;132
ТЭЦ;s.PROP;NOUN;NOUN,Abbr;3,5;61;86;162
УЗИ;s.PROP;NOUN;NOUN,Abbr;3,4;47;46;68
УК;s.PROP;NOUN;NOUN,Abbr;13,1;84;86;451
УПК;s.PROP;NOUN;NOUN,Abbr;7,2;62;75;163
ФГУП;s.PROP;NOUN;NOUN,Abbr;3,7;53;85;170
ФЗ;s.PROP;NOUN;NOUN,Abbr;9,8;52;80;355
ФИДЕ;s.PROP;NOUN;NOUN,Abbr;3,9;39;80;86
ФИЛ;s.PROP;NOUN;NOUN,Abbr;5,6;48;62;74
ФПГ;s.PROP;NOUN;NOUN,Abbr;2,2;36;80;71
ФСНП;s.PROP;NOUN;NOUN,Abbr;1,8;31;77;51
ЦДЛ;s.PROP;NOUN;NOUN,Abbr;3,6;56;82;101
ЧП;s.PROP;NOUN;NOUN,Abbr;4,8;82;90;280
ЭВМ;s.PROP;NOUN;NOUN,Abbr;6,1;60;71;192
ЭЛ;s.PROP;NOUN;NOUN,Abbr;3,1;64;86;176
ВС;s.PROP;NOUN;NOUN,Abbr;14,2;63;84;357
ГЭС;s.PROP;NOUN;NOUN,Abbr;5,7;77;86;204
ПВО;s.PROP;NOUN;NOUN,Abbr;32,4;75;83;440
Су;s.PROP;NOUN;NOUN,Abbr;10,0;74;85;256
ТК;s.PROP;NOUN;NOUN,Abbr;2,7;44;77;102
ЧК;s.PROP;NOUN;NOUN,Abbr;2,8;62;82;112
КНДР;s.PROP;NOUN;NOUN,Abbr,Geox;3,7;42;78;108
МО;s.PROP;NOUN;NOUN,Abbr,Geox;8,4;69;77;263
РСФСР;s.PROP;NOUN;NOUN,Abbr,Geox;20,0;87;87;689
РФ;s.PROP;NOUN;NOUN,Abbr,Geox;189,4;71;87;4564
СНГ;s.PROP;NOUN;NOUN,Abbr,Geox;30,4;73;89;1242
СПб;s.PROP;NOUN;NOUN,Abbr,Geox;14,6;68;72;464
ССР;s.PROP;NOUN;NOUN,Abbr,Geox;5,0;73;85;257
СССР;s.PROP;NOUN;NOUN,Abbr,Geox;148,3;100;91;3399
США;s.PROP;NOUN;NOUN,Abbr,Geox;192,9;99;91;5031
ФРГ;s.PROP;NOUN;NOUN,Abbr,Geox;9,9;81;83;420
ЮАР;s.PROP;NOUN;NOUN,Abbr,Geox;4,2;61;80;186
ГДР;s.PROP;NOUN;NOUN,Abbr,Geox;7,4;80;77;247
ОВИР;s.PROP;NOUN;NOUN,Abbr,Orgn;2,3;57;82;87
СБС-Агро;s.PROP;NOUN;NOUN,Abbr,Orgn;5,2;28;62;81
СС;s.PROP;NOUN;NOUN,Abbr,Orgn;8,6;80;77;173
АН;s.PROP;NOUN;NOUN,Abbr,Orgn;11,8;76;84;447
КАМАЗ;s.PROP;NOUN;NOUN,Abbr,Orgn;5,8;77;86;228
УАЗ;s.PROP;NOUN;NOUN,Abbr,Orgn;2,0;48;80;88
ВАЗ;s.PROP;NOUN;NOUN,Abbr,Orgn;7,7;75;85;321
ВВС;s.PROP;NOUN;NOUN,Abbr,Orgn;21,7;77;87;492
ВГИК;s.PROP;NOUN;NOUN,Abbr,Orgn;4,1;59;72;115
ВДВ;s.PROP;NOUN;NOUN,Abbr,Orgn;4,3;61;82;152
ВКО;s.PROP;NOUN;NOUN,Abbr,Orgn;4,2;33;64;67
ВЛКСМ;s.PROP;NOUN;NOUN,Abbr,Orgn;4,3;70;83;172
ВМС;s.PROP;NOUN;NOUN,Abbr,Orgn;7,5;51;83;181
ВМФ;s.PROP;NOUN;NOUN,Abbr,Orgn;4,4;63;85;189
ВТО;s.PROP;NOUN;NOUN,Abbr,Orgn;13,4;72;85;410
ВЦИК;s.PROP;NOUN;NOUN,Abbr,Orgn;1,9;35;77;53
ВЦИОМ;s.PROP;NOUN;NOUN,Abbr,Orgn;2,6;48;78;122
ИТАР-ТАСС;s.PROP;NOUN;NOUN,Abbr,Orgn;1,7;48;86;133
КГБ;s.PROP;NOUN;NOUN,Abbr,Orgn;30,2;95;87;608
КПРФ;s.PROP;NOUN;NOUN,Abbr,Orgn;25,0;51;85;706
КПСС;s.PROP;NOUN;NOUN,Abbr,Orgn;32,1;92;85;834
ЛДПР;s.PROP;NOUN;NOUN,Abbr,Orgn;4,4;51;84;249
МВД;s.PROP;NOUN;NOUN,Abbr,Orgn;35,2;92;88;1296
МВФ;s.PROP;NOUN;NOUN,Abbr,Orgn;3,9;57;85;165
МГИМО;s.PROP;NOUN;NOUN,Abbr,Orgn;1,9;46;80;93
МГУ;s.PROP;NOUN;NOUN,Abbr,Orgn;16,1;95;91;781
МИД;s.PROP;NOUN;NOUN,Abbr,Orgn;21,0;72;75;671
МТС;s.PROP;NOUN;NOUN,Abbr,Orgn;4,7;73;84;155
МХАТ;s.PROP;NOUN;NOUN,Abbr,Orgn;18,2;74;69;320
МЧС;s.PROP;NOUN;NOUN,Abbr,Orgn;6,4;61;86;308
МЭРТ;s.PROP;NOUN;NOUN,Abbr,Orgn;5,1;38;80;174
НАСА;s.PROP;NOUN;NOUN,Abbr,Orgn;2,0;50;80;88
НАТО;s.PROP;NOUN;NOUN,Abbr,Orgn;29,4;79;83;623
НКВД;s.PROP;NOUN;NOUN,Abbr,Orgn;11,5;88;88;307
НТВ;s.PROP;NOUN;NOUN,Abbr,Orgn;9,6;69;88;422
НХЛ;s.PROP;NOUN;NOUN,Abbr,Orgn;3,6;30;46;57
ОВД;s.PROP;NOUN;NOUN,Abbr,Orgn;4,2;48;72;166
ОРТ;s.PROP;NOUN;NOUN,Abbr,Orgn;5,4;54;85;267
ПФ;s.PROP;NOUN;NOUN,Abbr,Orgn;3,1;40;77;75
ПФР;s.PROP;NOUN;NOUN,Abbr,Orgn;2,9;26;78;61
ПЦР;s.PROP;NOUN;NOUN,Abbr,Orgn;3,2;13;54;92
РАМН;s.PROP;NOUN;NOUN,Abbr,Orgn;4,0;48;72;226
РАН;s.PROP;NOUN;NOUN,Abbr,Orgn;17,6;65;85;764
РОВД;s.PROP;NOUN;NOUN,Abbr,Orgn;1,7;48;80;91
